SMILES,CID,descriptors,datasets
CC1=CCC(CC1)C(C)(C)O,17100,"['lilac', 'floral', 'mint', 'oil', 'anise', 'lime', 'clean', 'herbal', 'fresh', 'woody', 'pine', 'terpene', 'citrus', 'sweet', 'floral (lilac)', 'lime odor', 'very sweet taste in dilution', 'buildingmaterials&construction', 'lemon', 'cleaningmaterials', 'limonene', 'fragrant', 'fruity', 'grassy', 'cool', 'minty', 'anisic', 'nature', 'non-fooditems', 'oily', 'oriental', 'resin', 'popcorn', 'pungent', 'spices', 'terpenes', 'terpenic', 'vegetables']","[""arctander_1960"", ""aromadb"", ""flavordb"", ""flavornet"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC1=CCC(CC1)C(C)(C)O.CC1=CC=C(C=C1)C(C)C.CC1=CC(=C(C=C1)C(C)C)O.CC(C)C12CCC(C1C2)(C)O.CC(=CCCC(C)(C=C)O)C,6850745,"['herbal', 'aromatic', 'spicy', 'buildingmaterials&construction', 'woody', 'caramel', 'honey', 'citrus', 'floral', 'food', 'spices', 'fragrant', 'fruity', 'green', 'grassy', 'lemon', 'minty', 'camphor', 'nature', 'popcorn', 'sweet', 'terpenes', 'pine', 'resinous']","[""ifra_2019"", ""sharma_2021b""]"
CC1=CCC(CC1)C(C)(C)OC,85755,"['vegetable', 'earthy', 'spicy', 'citrus', 'celery', 'bergamot', 'orangeflower', 'grapefruit', 'floral', 'neroli', 'lime', 'floral odor', 'woody', 'slight spicy', 'orange', 'musty', 'moldy', 'orange blossom', 'food', 'spices', 'fragrant', 'fruity', 'lemon', 'minty', 'nature', 'popcorn', 'sharp', 'pungent', 'vegetables', 'resinous']","[""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CC1=CCC(CC1)C(C)(C)OC(=O)/C=C/C2=CC=CC=C2,6435837,"['sweet', 'winey', 'nutmeg', 'balsamic', 'slightly spicy-fruity odor and taste', 'fruity', 'spicy', 'beverage', 'fragrant', 'lemon', 'minty', 'non-citrusfruity', 'spices', 'terpenes', 'pine']","[""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC1=CCC(CC1)C(C)(C)OC(=O)C,111037,"['sweet', 'wax', 'lime', 'herbal', 'lavender', 'bergamot', 'citrus', 'floral', 'herbaceous', 'sweet spicy bergamot odor', 'spicy sweet taste', 'spicy', 'aromatic', 'buildingmaterials&construction', 'woody', 'clean', 'cleaningmaterials', 'limonene', 'food', 'spices', 'fragrant', 'fruity', 'apple', 'pear', 'grassy', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'popcorn', 'terpenes', 'pine', 'vegetation', 'waxy', 'resinous']","[""aromadb"", ""flavornet"", ""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CC1=CCC(CC1)C(C)(C)OC(=O)C(C)C,522673,"['herbal', 'fruity', 'floral', 'spicy', 'fatty', 'peppery', 'green', 'bergamot', 'balsamic', 'aromatic', 'lavender', 'citrus', 'food', 'spices', 'fragrant', 'herbaceous', 'lemon', 'minty', 'nature', 'other', 'refreshing', 'popcorn', 'pepper', 'sweet', 'vegetation', 'woody', 'resinous']","[""arctander_1960"", ""goodscents"", ""ifra_2019"", ""sharma_2021b""]"
CC1=CCC(CC1)C(C)(C)OC(=O)C2=CC=CC=C2,44154170,"['balsamic', 'buildingmaterials&construction', 'woody', 'floral', 'fragrant', 'grassy', 'microbiological', 'ylang', 'nature', 'plants', 'cypress', 'fir needle', 'popcorn']","[""sharma_2021b""]"
CC1=CCC(CC1)C(C)(C)OC(=O)C2=CC=CC=C2N,61746,"['musty', 'floral', 'fruity', 'neroli', 'lily', 'orangeflower', 'sweet', 'fruity-floral odor', 'fruity-sweet taste in dilution', 'citrus', 'orange', 'orange blossom', 'fragrant', 'lemon', 'nature', 'plants']","[""arctander_1960"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC1=CCC(CC1)C(C)(C)OC(=O)CC(C)C,585911,"['citrus', 'herbal', 'floral', 'pine', 'fruity', 'sweet', 'orange', 'balsamic', 'incense', 'frankincense', 'piney-floral-incense-citrus odor', 'sweet fruity (apple) taste', 'fragrant', 'lemon', 'minty', 'non-citrusfruity', 'softoriental', 'terpenes', 'woody']","[""arctander_1960"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC1=CCC(CC1)C(C)(C)OC=O,16537,"['floral', 'herbal', 'fruity', 'lavender', 'woody', 'cypress', 'citrus', 'herbaceous-lavender odor', 'fruity-floral oily dry taste', 'aromatic', 'buildingmaterials&construction', 'fragrant', 'sweet', 'grassy', 'herbaceous', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'plants', 'popcorn', 'terpenes', 'pine', 'vegetation', 'resinous']","[""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CC1=CCC(CC1)C(C)(C)S,6427135,"['grapefruit', 'naphthyl', 'resinous', 'sulfurous', 'garlic', 'alliaceous', 'onion', 'citrus', 'woody', 'tropical', 'aromatic', 'fruity', 'buildingmaterials&construction', 'chemical', 'hydrocarbon', 'sulphurous', 'fragrant', 'fuel', 'gasstation', 'solvent', 'moth balls', 'grassy', 'lemon', 'marshy', 'septic', 'minty', 'nature', 'non-citrusfruity', 'oriental', 'resin', 'popcorn', 'sickening', 'sulphur', 'cabbage', 'vegetables']","[""flavornet"", ""goodscents"", ""ifra_2019"", ""sharma_2021b""]"
CC1=CCC(CC1)C(C)(CCC=C(C)C)O,10586,"['floral', 'sweet', 'balsamic', 'clean', 'food', 'spices', 'fragrant', 'minty', 'nature', 'pepper', 'woody', 'resinous']","[""arctander_1960"", ""aromadb"", ""sharma_2021b""]"
CC1=CCC(CC1)C(C)C,21671,['citrus'],"[""arctander_1960""]"
CC1=CCC(CC1)C(C)C=O,520440,"['herbaceous', 'herbal', 'spicy', 'aromatic', 'food', 'spices', 'fragrant', 'minty', 'vegetation', 'woody', 'resinous']","[""aromadb"", ""goodscents"", ""sharma_2021b""]"
CC1=CCC(CC1)C(C)CC2CCCC2=O,175661,"['custard', 'fruity', 'apricot', 'oily', 'coconut', 'waxy', 'tropical', 'peach', 'lactonic', 'chemical', 'hydrocarbon', 'dryfruit', 'fragrant', 'lemon', 'microbiological', 'nature', 'non-fooditems', 'popcorn', 'sweet']","[""goodscents"", ""ifra_2019"", ""sharma_2021b""]"
CC1=CCC(CC1)C(C)CC=O,110923,"['rose', 'fruity', 'floral', 'herbal', 'aldehydic', 'citrus', 'green', 'fresh', 'lemon', 'aromatic', 'chemical', 'hydrocarbon', 'fragrant', 'herbaceous', 'vegetation', 'woody', 'resinous']","[""arctander_1960"", ""goodscents"", ""ifra_2019"", ""sharma_2021b""]"
CC1=CCC(CC1)C(C)CCO,85903,"['sweet', 'clean', 'warm', 'floral', 'rose', 'herbal', 'fresh', 'citrus', 'muguet', 'aromatic', 'fragrant', 'fruity', 'herbaceous', 'lemon', 'minty', 'non-citrusfruity', 'popcorn', 'terpenes', 'pine', 'vegetation', 'woody', 'resinous']","[""goodscents"", ""ifra_2019"", ""sharma_2021b""]"
CC1=CCC(CC1)C(C)CO,86753,"['fruity', 'herb', 'fruit', 'herbal', 'mild fruity herbaceous odor', 'aromatic', 'fragrant', 'herbaceous', 'lemon', 'nature', 'other', 'mild', 'sweet', 'vegetation', 'woody', 'resinous']","[""aromadb"", ""flavornet"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC1=CCC(CC1)C(C)COC(=O)C,527144,"['spicy', 'herb', 'fruit', 'herbal', 'fruity', 'warm', 'aromatic', 'food', 'spices', 'fragrant', 'herbaceous', 'lemon', 'minty', 'nature', 'popcorn', 'sweet', 'vegetation', 'woody', 'resinous']","[""aromadb"", ""flavornet"", ""goodscents"", ""sharma_2021b""]"
CC1=CCC(CC1)C(CC=C)O,20561535,"['anise', 'fennel', 'green', 'licorice']","[""goodscents""]"
CC1=CCC(CC1)C2(CO2)C,119634,"['citrus', 'fragrant', 'fruity', 'fresh', 'lemon']","[""sharma_2021b""]"
CC1=CCC(CC1)C=O,111012,"['leafy', 'green']","[""arctander_1960""]"
CC1=CCC(CC1=O)C(=C)C,7439,"['herbal', 'floral', 'spicy', 'minty', 'basil', 'fennel', 'mint', 'licorice', 'fragrant', 'fruity', 'green', 'camphor', 'spices', 'sweet', 'terpenes', 'pine', 'lemon', 'vegetables']","[""arctander_1960"", ""flavornet"", ""goodscents"", ""sharma_2021b""]"
CC1=CCC(CC1=O)C(C)C,521267,"['herbal', 'spicy', 'minty']","[""arctander_1960"", ""goodscents""]"
CC1=CCC(CC1O)C(=C)C,7438,"['minty', 'mint', 'spearmint', 'fresh', 'caraway', 'spicy', 'herbal', 'cooling', 'green', 'caraway-like', 'sweet spearmint-like odor', 'sweet', 'aromatic', 'fragrant', 'herbaceous', 'spices', 'terpenes', 'pine', 'lemon', 'vegetation', 'woody', 'resinous']","[""arctander_1960"", ""aromadb"", ""flavornet"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC1=CCC(CC1O)C(C)(C)O,91463,['camphoraceous'],"[""arctander_1960""]"
CC1=CCC(CC1OC(=O)C)C(=C)C,7335,"['minty aroma??????', 'mint', 'spearmint', 'green', 'sweet', 'rummy', 'spicy', 'nasturtium', 'grape', 'herbal', 'fruity', 'pear', 'minty', 'fresh', 'sour-fruity', 'spearmint-like odor', 'spicy-mint taste', 'sour', 'aromatic', 'fragrant', 'herbaceous', 'lemon', 'nature', 'non-citrusfruity', 'sharp', 'pungent', 'terpenes', 'pine', 'vegetation', 'woody', 'resinous']","[""aromadb"", ""flavornet"", ""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CC1=CCC(CC1OC(=O)CC(C)C)C(=C)C,216439,"['sweet', 'herbaceous', 'fruity with a hint of spearmint', 'fruity', 'herbal']","[""leffingwell""]"
CC1=CCC(CC1OC=O)C(=C)C,121797,"['sweet', 'minty', 'herbaceous fruity', 'fruity', 'herbal', 'mint']","[""leffingwell""]"
CC1=CCC2(C1C2)C(C)C,17868,"['green', 'wood', 'herb', 'herbal', 'woody', 'aromatic', 'buildingmaterials&construction', 'fragrant', 'fruity', 'grassy', 'herbaceous', 'popcorn', 'vegetation', 'resinous']","[""flavornet"", ""goodscents"", ""sharma_2021b""]"
CC1=CCC2(CC1C2(C)C)O,6428927,"['musty', 'dusty']","[""goodscents""]"
CC1=CCC2(CCC1C2)C,56960321,"['lilac', 'peppery', 'green', 'woody', 'pepper black pepper']","[""goodscents""]"
CC1=CCC2(CC[C@@H](C2(CC1)O)C(C)C)C,101679,"['pleasant', 'mild']","[""goodscents""]"
CC1=CCC2C(=O)C1C2(C)C,442463,"['herbal', 'green']","[""arctander_1960""]"
CC1=CCC2C(C1)C(CC=C2C)C(C)C,521380,"['aromatic', 'herbal', 'buildingmaterials&construction', 'woody', 'fragrant', 'fresh', 'grassy', 'herbaceous', 'popcorn', 'vegetation', 'vetiver', 'resinous']","[""sharma_2021b""]"
CC1=CCC2C(C1)C2(C)C,26049,"['fruity aroma??', 'fruity', 'resin', 'lemon', 'solvent', 'resinous', 'medicinal', 'cypress', 'herbal', 'terpenic', 'phenolic', 'woody', 'pine', 'citrus', 'green', 'fresh', 'sweet', 'coniferous terpentine like notes', 'aromatic', 'buildingmaterials&construction', 'chemical', 'hydrocarbon', 'sweet (medicinal)', 'sweet solvent', 'fragrant', 'fuel', 'gasstation', 'grassy', 'herbaceous', 'alcohol', 'minty', 'non-citrusfruity', 'oriental', 'plants', 'popcorn', 'terpenes', 'vegetables', 'vegetation']","[""aromadb"", ""flavornet"", ""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CC1=CCC2C(C1)CC(CC=C2C)(C)C,91224,"['green', 'wood']","[""flavornet""]"
CC1=CCC2C(CC2(C)C)C(=C)CCC1OC(=O)C,105755,"['balsamic', 'fruity', 'woody']","[""ifra_2019""]"
CC1=CCC2C(CCCC2(C1CC=O)C)(C)C,14082356,"['woody', 'musty', 'ambre']","[""arctander_1960""]"
CC1=CCC2C(CCCC2(C1CCO)C)(C)C,13085674,"['woody', 'musty', 'ambre']","[""arctander_1960""]"
CC1=CCC2C3C1C2(CCC3C(C)C)C,19725,"['woody', 'spicy', 'honey']","[""goodscents""]"
CC1=CCC2C3C1[C@@]2(CCC3C(C)C)C,442355,"['woody', 'spicy', 'buildingmaterials&construction', 'caramel', 'honey', 'food', 'spices', 'grassy', 'minty', 'popcorn', 'resinous']","[""leffingwell"", ""sharma_2021b""]"
CC1=CCC2CC1(C2(C)C)O,86064872,"['dust', 'must', 'buildingmaterials&construction', 'dusty', 'earthy', 'musty', 'moldy', 'popcorn', 'sharp', 'pungent', 'woody', 'resinous']","[""flavornet"", ""sharma_2021b""]"
CC1=CCC2CC1C2(C)C,6654,"['herbal', 'pine', 'aromatic', 'turpentine', 'characteristic', 'sweet', 'terpenic', 'camphoreous', 'cooling', 'fresh', 'woody', 'earthy', 'resinous', 'pine odor', 'turpentine taste', 'buildingmaterials&construction', 'musty', 'moldy', 'fragrant', 'grassy', 'herbaceous', 'lemon', 'cool', 'minty', 'camphor', 'non-citrusfruity', 'plants', 'popcorn', 'pungent', 'sharp', 'terpenes', 'vegetation']","[""arctander_1960"", ""aromadb"", ""flavordb"", ""flavornet"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC1=CCC2[C@H](C1)C2(C)C,105050,['sweet'],"[""goodscents""]"
CC1=CCCC(=C(C)C)C1=O,61128,"['minty', 'phenolic', 'sharp']","[""goodscents""]"
CC1=CCCC(C1)(C)C,79032,"['aromatic', 'herbal', 'citrus', 'lemon', 'cleaningmaterials', 'limonene', 'fragrant', 'fruity', 'herbaceous', 'sweet', 'terpenes', 'pine', 'terpenic', 'vegetables', 'vegetation', 'woody', 'resinous']","[""sharma_2021b""]"
CC1=CCCC(C1)C(=O)CC(=O)CC(C)C,166364,"['woody', 'floral']","[""arctander_1960""]"
CC1=CCCC(C1/C=C(/C)\C(=O)C)(C)C,5356787,"['sweet floral', 'violet-orris odor', 'berry like taste', 'violet', 'floral', 'sweet', 'orris']","[""leffingwell""]"
CC1=CCCC(C1/C=C(\C)/C(=O)C)(C)C,5372174,"['no aroma', 'sweet', 'floral', 'violet', 'powdery', 'woody', 'orris', 'buildingmaterials&construction', 'fragrant', 'grassy', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'plants', 'popcorn', 'softfloral', 'terpenes', 'pine']","[""aromadb"", ""goodscents"", ""sharma_2021b""]"
CC1=CCCC(C1/C=C(\C)/C(C)OC(=O)C)(C)C,6437467,"['floral', 'fruity', 'violet', 'vetiver', 'powdery', 'woody', 'aromatic', 'berry-like on dilution', 'berry', 'buildingmaterials&construction', 'fragrant', 'grassy', 'lemon', 'nature', 'popcorn', 'softfloral', 'sweet']","[""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC1=CCCC(C1/C=C/C(=O)C(C)C)(C)C,5376281,"['floral', 'woody', 'violet', 'sweet', 'buildingmaterials&construction', 'fragrant', 'grassy', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'popcorn', 'terpenes', 'pine']","[""goodscents"", ""sharma_2021b""]"
CC1=CCCC(C1/C=C/C(=O)C)(C)C,5282108,"['woody', 'violet', 'balsamic', 'floral', 'raspberry', 'flowery', 'sweet', 'warm', 'reminiscent', 'wood', 'fruity', 'tropical', 'orris', 'violet odor', 'violet-raspberry in dilution', 'buildingmaterials&construction', 'fragrant', 'berry', 'cherry', 'grassy', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'plants', 'popcorn', 'terpenes', 'pine']","[""arctander_1960"", ""aromadb"", ""flavordb"", ""flavornet"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC1=CCCC(C1/C=C/C(=O)CC(C)C)(C)C,6437739,"['buildingmaterials&construction', 'woody', 'earthy', 'musty', 'moldy', 'grassy', 'popcorn', 'sharp', 'pungent', 'vegetation', 'root', 'vetiver', 'resinous']","[""sharma_2021b""]"
CC1=CCCC(C1/C=C/C(=O)CCC=C)(C)C,5365976,"['herbal', 'gassy', 'fruity', 'woody', 'vanilla', 'floral', 'weedy', 'green', 'tropical', 'orris', 'leathery', 'waxy', 'sweet', 'woody-fruity', 'berry and pineapple-like', 'berry', 'pineapple', 'buildingmaterials&construction', 'food', 'meaty', 'spices', 'fragrant', 'grassy', 'lemon', 'minty', 'nature', 'non-fooditems', 'leather', 'non-vegetarian', 'plants', 'popcorn', 'vegetation', 'weed', 'resinous']","[""arctander_1960"", ""aromadb"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC1=CCCC(C1/C=C/C(C)O)(C)C,5363817,"['powdery', 'floral', 'gourmand', 'violet-vetiver berry notes', 'violet', 'berry', 'buildingmaterials&construction', 'woody', 'fragrant', 'sweet', 'fruity', 'tropical', 'grassy', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'popcorn', 'softfloral', 'terpenes', 'pine']","[""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CC1=CCCC(C1/C=C/C2(C(O2)C(=O)OC)C)(C)C,5472296,"['prune', 'fruity', 'raspberry', 'fragrant', 'lemon', 'nature', 'sweet']","[""goodscents"", ""sharma_2021b""]"
CC1=CCCC(C1/C=C\C(=O)CC(C)C)(C)C,6437785,"['woody', 'earthy', 'rooty', 'vetiver']","[""goodscents""]"
CC1=CCCC(C1/C=C\C(C)C=O)(C)C,6436703,"['orris', 'woody', 'powerful']","[""leffingwell""]"
CC1=CCCC(C1=O)(C)C,88332,"['sharp', 'herbaceous-camphoraceous odor', 'thujone-tobacco notes', 'tobacco', 'camphoreous', 'herbal']","[""leffingwell""]"
CC1=CCCC(C1=O)(C)CC2=CC=CC=C2,16081707,"['rose', 'fruity', 'apple', 'saffron', 'minty']","[""goodscents""]"
CC1=CCCC(C1C(=O)OC)(C)C,119800,"['natural', 'floral', 'herbal', 'fruity', 'camphoreous', 'woody', 'aromatic', 'buildingmaterials&construction', 'fragrant', 'grassy', 'herbaceous', 'lemon', 'minty', 'camphor', 'nature', 'other', 'popcorn', 'sweet', 'vegetation', 'resinous']","[""goodscents"", ""sharma_2021b""]"
CC1=CCCC(C1C(C)CCC=O)(C)C,103381,"['animal', 'tobacco', 'woody', 'orris', 'leathery', 'powerful', 'buildingmaterials&construction', 'drywoods', 'grassy', 'herbaceous', 'non-fooditems', 'leather', 'people&animals', 'plants', 'popcorn', 'tobaccosmoke']","[""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC1=CCCC(C1C/C(=C(\C)/C=O)/C)(C)C,22726404,"['woody', 'fruity']","[""arctander_1960""]"
CC1=CCCC(C1C/C=C(\C)/C=O)(C)C,6437468,"['dry', 'sweet', 'nutty', 'violet', 'tobacco', 'drywoods', 'floral', 'fragrant', 'grassy', 'woody', 'sweet tobacco', 'herbaceous', 'lemon', 'minty', 'non-citrusfruity', 'popcorn', 'terpenes', 'pine', 'tobaccosmoke']","[""goodscents"", ""sharma_2021b""]"
CC1=CCCC(C1C=C(C)C(=O)C)(C)C,61073,"['woody', 'tobacco', 'floral', 'powdery', 'creamy']","[""arctander_1960""]"
CC1=CCCC(C1C=CC(=O)C)(C)C,24680,"['floral', 'fragrant', 'nature']","[""goodscents"", ""sharma_2021b""]"
CC1=CCCC(C1C=CC(=O)CCC=C)(C)C,6612,"['woody', 'green', 'floral', 'oily', 'fruity']","[""arctander_1960""]"
CC1=CCCC(C1C=CC(C)O)(C)C,101696,"['sweet', 'berry', 'floral', 'violet', 'powdery', 'woody', 'tropical']","[""goodscents""]"
CC1=CCCC(C1C=CC(C)OC(=O)C)(C)C,103607,"['sweet', 'berry', 'floral', 'violet', 'woody', 'buildingmaterials&construction', 'fragrant', 'fruity', 'grassy', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'popcorn', 'terpenes', 'pine']","[""goodscents"", ""sharma_2021b""]"
CC1=CCCC(C1C=CC2(C(O2)C(=O)OC)C)(C)C,106951,"['woody', 'fruity', 'caramelic']","[""arctander_1960""]"
CC1=CCCC(C1C=CC=O)(C)C,72770338,"['woody', 'rose', 'herbal', 'oily', 'floral']","[""arctander_1960""]"
CC1=CCCC(C1C=O)(C)C,94143,"['grassy floral herbaceous hay-like odor', 'citrus connotation', 'grassy', 'hay', 'citrus', 'herbal', 'floral']","[""leffingwell""]"
CC1=CCCC(C1CC(C)(C)C#N)(C)C,67402896,"['woody', 'balsamic', 'floral']","[""arctander_1960""]"
CC1=CCCC(C1CCC(=O)C)(C)C,35821,"['woody', 'gassy', 'violet', 'oily', 'berry', 'floral', 'fruity', 'powdery', 'raspberry', 'orris', 'orris-violet', 'raspberry-like floral notes', 'aromatic', 'herbal', 'buildingmaterials&construction', 'earthy', 'musty', 'moldy', 'fragrant', 'grassy', 'herbaceous', 'lemon', 'nature', 'plants', 'popcorn', 'warm', 'sharp', 'pungent', 'softfloral', 'sweet', 'vegetation', 'resinous']","[""arctander_1960"", ""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CC1=CCCC(C1CO)(C)C,97932,['floral'],"[""arctander_1960""]"
CC1=CCCC([C@@H]1CCC(=O)C)(C)C,38988368,"['floral', 'woody', 'orris', 'honey']","[""goodscents""]"
CC1=CCCC([C@H]1CCC(=O)C)(C)C,12858404,"['floral', 'woody', 'fruity', 'violet']","[""goodscents""]"
CC1=CCCC2(C(O2)CCC(=CCC1)C)C,94354,"['buildingmaterials&construction', 'woody', 'grassy', 'mossywoods', 'amber', 'popcorn', 'softoriental']","[""sharma_2021b""]"
CC1=CCCC2(C1CC(CC2)C(=C)C)C,10123,"['woody', 'pepper', 'amber', 'mossywoods', 'softoriental']","[""arctander_1960"", ""goodscents"", ""sharma_2021b""]"
CC1=CCCCC1,11574,"['citrus', 'lime', 'cleaningmaterials', 'limonene', 'fragrant', 'fruity', 'lemon']","[""goodscents"", ""sharma_2021b""]"
CC1=CCCCCCCCCCCCCC1=O,57353762,"['ambrosial', 'musk', 'chemical', 'hydrocarbon', 'ketonic', 'fragrant', 'fruity', 'soapy', 'people&animals', 'animal']","[""sharma_2021b""]"
CC1=CCC[C@]2(C1C[C@H](CC2)C(C)(C)O)C,6428428,"['sweet', 'woody', 'buildingmaterials&construction', 'fragrant', 'grassy', 'lemon', 'minty', 'non-citrusfruity', 'popcorn', 'terpenes', 'pine']","[""goodscents"", ""sharma_2021b""]"
CC1=CCC[C@]2([C@H]1C[C@@H](CC2)C(=C)C)C,10856614,['sweet'],"[""aromadb""]"
CC1=CCC[C@]2([C@H]1C[C@@H](CC2)C(C)(C)O)C,92762,['sweet'],"[""aromadb""]"
CC1=CCC[C@]2([C@H]1C[C@H](CC2)C(=C)C)C,10726905,['sweet'],"[""aromadb""]"
CC1=CCC[C@]2([C@H]1C[C@H](CC2)C(C)(C)O)C,12304196,"['sweet', 'wood', 'buildingmaterials&construction', 'woody', 'fragrant', 'grassy', 'lemon', 'minty', 'non-citrusfruity', 'popcorn', 'terpenes', 'pine']","[""flavornet"", ""sharma_2021b""]"
CC1=CCOC(C1)C2=CC=CC=C2,108443,"['metallic', 'floral', 'rose', 'green', 'geranium', 'buildingmaterials&construction', 'fragrant', 'fruity', 'nature', 'nosefeel']","[""goodscents"", ""ifra_2019"", ""sharma_2021b""]"
CC1=CCOC(C1)C=C(C)C,61275,"['oil', 'flower', 'vegetable', 'cortex', 'minty', 'floral', 'herbal', 'weedy', 'green', 'narcissus', 'celery', 'neroli', 'reminiscent of geranium', 'green-floral', 'very natural note', 'aromatic', 'food', 'fragrant', 'fruity', 'herbaceous', 'nature', 'non-fooditems', 'oily', 'popcorn', 'sweet', 'terpenes', 'pine', 'lemon', 'vegetables', 'vegetation', 'weed', 'woody', 'resinous']","[""flavornet"", ""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CC1=CC[C@@H](C1(C)C)CC=O,1252759,"['leafy', 'herbal', 'amber', 'green', 'woody', 'aldehydic']","[""goodscents"", ""ifra_2019""]"
CC1=CC[C@@H](C=C1)C(C)C,442482,"['terpenic', 'spicy', 'medicinal', 'fresh', 'citrus', 'peppery', 'spicy-citrus taste']","[""goodscents"", ""leffingwell""]"
CC1=CC[C@@H](C=C1)[C@@H](C)CCC=C(C)C,92776,"['woody', 'spicy', 'fruit', 'spice', 'fruity', 'fresh', 'sharp', 'food', 'spices', 'lemon', 'minty', 'nosefeel', 'pungent', 'sickening', 'resinous']","[""arctander_1960"", ""aromadb"", ""flavornet"", ""goodscents"", ""sharma_2021b""]"
CC1=CC[C@@H](CC1)C(=C)C,440917,"['citrus', 'mint', 'sweet', 'peely', 'fresh', 'orange', 'herbal', 'hydrocarbon and orange citrus odor', 'gasoline', 'lemon', 'fragrant', 'fruity', 'minty', 'non-citrusfruity', 'terpenes', 'pine', 'vegetables']","[""aromadb"", ""flavordb"", ""flavornet"", ""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CC1=CC[C@@H](CC1)C(=C)CCC=C(C)C,68128,"['woody', 'balsamic', 'sweet', 'balsamic odor', 'citrus', 'myrrh', 'tropical', 'floral', 'buildingmaterials&construction', 'grassy', 'popcorn']","[""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC1=CC[C@@H](CC1)C(=C)CO,11019061,"['minty', 'clean', 'citrus']","[""goodscents""]"
CC1=CC[C@@H](CC1)C(C)(C)O,442501,"['floral', 'lilac', 'herbal', 'pine', 'sweet', 'floral (lilac)', 'lime odor', 'very sweet taste in dilution', 'fragrant', 'nature']","[""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CC1=CC[C@@H](CC1)C(C)(C)OC(=O)C,11469649,"['floral', 'sweet', 'fresh']","[""ifra_2019""]"
CC1=CC[C@@H](CC1)C(C)(CCC=C(C)C)O.CC1=CC[C@H]2C[C@@H]1[C@]2(C)CC/C=C(/C)\CO.CC(=CCC/C(=C/CC/C(=C/CO)/C)/C)C.C/C(=C/CCC1(C2CCC(C2)C1=C)C)/CO.C/C(=C/CCC1(C2CC3C1(C3C2)C)C)/CO,73555481,"['woody', 'sandalwood', 'creamy']","[""ifra_2019""]"
